date,sendung,prozent,frames,res,url
2018-03-20,tth,0%,624FNANA,1/3,http://media.tagesschau.de/video/2018/0320/TV-20180320-2256-4301.h264.mp4
2018-03-21,h19,0%,406FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180321_sendung_h19/1/180321_sendung_h19_2328k_p35v13.mp4
2018-03-21,t20,10.6%,130F35T,1/3,http://media.tagesschau.de/video/2018/0321/TV-20180321-2024-1401.h264.mp4
2018-03-21,tth,0%,602FNANA,1/3,http://media.tagesschau.de/video/2018/0321/TV-20180321-2308-4501.h264.mp4
2018-03-21,hjo,0%,565FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180321_sendung_hjo/1/180321_sendung_hjo_2328k_p35v13.mp4
2018-03-22,h19,0%,363FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180322_sendung_h19/1/180322_sendung_h19_2328k_p35v13.mp4
2018-03-22,t20,0%,319FNANA,1/3,http://media.tagesschau.de/video/2018/0322/TV-20180322-2022-2301.h264.mp4
2018-03-22,tth,0%,616FNANA,1/3,http://media.tagesschau.de/video/2018/0322/TV-20180322-2254-3501.h264.mp4
2018-03-22,hjo,0%,620FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180322_sendung_hjo/1/180322_sendung_hjo_2328k_p35v13.mp4
2018-03-23,h19,3.2%,351F13T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180323_sendung_h19/1/180323_sendung_h19_2328k_p35v13.mp4
2018-03-23,t20,0%,332FNANA,1/3,http://media.tagesschau.de/video/2018/0323/TV-20180323-2031-4301.h264.mp4
2018-03-23,tth,0%,176FNANA,1/3,http://media.tagesschau.de/video/2018/0323/TV-20180323-2153-2801.h264.mp4
2018-03-23,hjo,0%,562FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180323_sendung_hjo/1/180323_sendung_hjo_2328k_p35v13.mp4
2018-03-24,h19,3.4%,341F14T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180324_sendung_h19/1/180324_sendung_h19_2328k_p35v13.mp4
2018-03-24,t20,0%,344FNANA,1/3,http://media.tagesschau.de/video/2018/0324/TV-20180324-2023-1101.h264.mp4
2018-03-24,hjo,0%,283FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180324_sendung_hjo/1/180324_sendung_hjo_2328k_p35v13.mp4
2018-03-24,tth,10.9%,294F44T,1/3,http://media.tagesschau.de/video/2018/0324/TV-20180324-2345-3401.h264.mp4
2018-03-25,h19,9.9%,8F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180325_sendung_h19/1/180325_sendung_h19_2328k_p35v13.mp4
2018-03-25,t20,6.8%,263F21T,1/3,http://media.tagesschau.de/video/2018/0325/TV-20180325-2022-0001.h264.mp4
2018-03-25,hjo,0.9%,235F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180325_sendung_hjo/1/180325_sendung_hjo_2328k_p35v13.mp4
2018-03-25,tth,2.6%,320F11T,1/3,http://media.tagesschau.de/video/2018/0325/TV-20180325-2349-4501.h264.mp4
2018-03-26,h19,7.6%,334F17T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180326_sendung_h19/1/180326_sendung_h19_2328k_p35v13.mp4
2018-03-26,t20,0%,320FNANA,1/3,http://media.tagesschau.de/video/2018/0326/TV-20180326-2029-2001.h264.mp4
2018-03-26,tth,0%,602FNANA,1/3,http://media.tagesschau.de/video/2018/0326/TV-20180326-2255-0601.h264.mp4
2018-03-26,hjo,0%,574FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180326_sendung_hjo/1/180326_sendung_hjo_2328k_p35v13.mp4
2018-03-27,t20,0%,299FNANA,1/3,http://media.tagesschau.de/video/2018/0327/TV-20180327-2021-5801.h264.mp4
2018-03-27,h19,1.6%,8F4T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180327_sendung_h19/2/180327_sendung_h19_2328k_p35v13.mp4
2018-03-27,hjo,0%,174FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180327_sendung_hjo/1/180327_sendung_hjo_2328k_p35v13.mp4
2018-03-27,tth,0%,597FNANA,1/3,http://media.tagesschau.de/video/2018/0327/TV-20180327-2256-4101.h264.mp4
2018-03-28,h19,0%,396FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180328_sendung_h19/1/180328_sendung_h19_2328k_p35v13.mp4
2018-03-28,t20,0%,301FNANA,1/3,http://media.tagesschau.de/video/2018/0328/TV-20180328-2020-2001.h264.mp4
2018-03-28,hjo,0%,564FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180328_sendung_hjo/1/180328_sendung_hjo_2328k_p35v13.mp4
2018-03-28,tth,0%,606FNANA,1/3,http://media.tagesschau.de/video/2018/0328/TV-20180328-2336-0901.h264.mp4
2018-03-29,t20,0%,324FNANA,1/3,http://media.tagesschau.de/video/2018/0329/TV-20180329-2024-4901.h264.mp4
2018-03-29,h19,8.2%,327F14T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180329_h19/2/180329_h19_2328k_p35v13.mp4
2018-03-29,hjo,0%,595FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180329_sendung_hjo/1/180329_sendung_hjo_2328k_p35v13.mp4
2018-03-29,tth,0%,300FNANA,1/3,http://media.tagesschau.de/video/2018/0329/TV-20180329-2340-2801.h264.mp4
2018-03-30,h19,11.1%,6F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180330_sendung_h19/1/180330_sendung_h19_2328k_p35v13.mp4
2018-03-30,t20,0%,309FNANA,1/3,http://media.tagesschau.de/video/2018/0330/TV-20180330-2020-5801.h264.mp4
2018-03-30,tth,0%,302FNANA,1/3,http://media.tagesschau.de/video/2018/0330/TV-20180330-2218-5901.h264.mp4
2018-03-31,h19,8.1%,307F20T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180331_sendung_h19/1/180331_sendung_h19_2328k_p35v13.mp4
2018-03-31,t20,17.3%,165F13T,1/3,http://media.tagesschau.de/video/2018/0331/TV-20180331-2022-2701.h264.mp4
2018-03-31,hjo,0%,294FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/03/180331_sendung_hjo/1/180331_sendung_hjo_2328k_p35v13.mp4
2018-03-31,tth,17.3%,245F25T,1/3,http://media.tagesschau.de/video/2018/0331/TV-20180331-2348-2301.h264.mp4
2018-04-01,h19,0%,74FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180401_sendung_h19/1/180401_sendung_h19_2328k_p35v13.mp4
2018-04-01,t20,6.3%,256F20T,1/3,http://media.tagesschau.de/video/2018/0401/TV-20180401-2024-0301.h264.mp4
2018-04-01,hjo,2%,262F6T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180401_sendung_hjo/2/180401_sendung_hjo_2328k_p35v13.mp4
2018-04-01,tth,24.1%,243F50T,1/3,http://media.tagesschau.de/video/2018/0401/TV-20180401-2338-1901.h264.mp4
2018-04-02,h19,9.3%,245F17T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180402_sendung_h19/1/180402_sendung_h19_2328k_p35v13.mp4
2018-04-02,t20,0%,298FNANA,1/3,http://media.tagesschau.de/video/2018/0402/TV-20180402-2021-4501.h264.mp4
2018-04-02,tth,0%,301FNANA,1/3,http://media.tagesschau.de/video/2018/0402/TV-20180402-2332-2301.h264.mp4
2018-04-03,h19,3.8%,10F4T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180403_sendung_h19/1/180403_sendung_h19_2328k_p35v13.mp4
2018-04-03,t20,0%,314FNANA,1/3,http://media.tagesschau.de/video/2018/0403/TV-20180403-2020-2601.h264.mp4
2018-04-03,hjo,0%,195FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180403_sendung_hjo/1/180403_sendung_hjo_2328k_p35v13.mp4
2018-04-03,tth,3.4%,514F20T,1/3,http://media.tagesschau.de/video/2018/0403/TV-20180403-2258-2301.h264.mp4
2018-04-04,h19,10%,8F4T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180404_sendung_h19/1/180404_sendung_h19_2328k_p35v13.mp4
2018-04-04,t20,0%,302FNANA,1/3,http://media.tagesschau.de/video/2018/0404/TV-20180404-2020-5701.h264.mp4
2018-04-04,hjo,0%,586FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180404_sendung_hjo/1/180404_sendung_hjo_2328k_p35v13.mp4
2018-04-04,tth,0%,630FNANA,1/3,http://media.tagesschau.de/video/2018/0404/TV-20180404-2302-2301.h264.mp4
2018-04-05,h19,0%,50FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180405_h19/2/180405_h19_2328k_p35v13.mp4
2018-04-05,t20,0%,316FNANA,1/3,http://media.tagesschau.de/video/2018/0405/TV-20180405-2022-1201.h264.mp4
2018-04-05,tth,8.4%,457F53T,1/3,http://media.tagesschau.de/video/2018/0405/TV-20180405-2325-1601.h264.mp4
2018-04-05,hjo,0%,603FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180405_sendung_hjo/1/180405_sendung_hjo_2328k_p35v13.mp4
2018-04-06,t20,0%,308FNANA,1/3,http://media.tagesschau.de/video/2018/0406/TV-20180406-2021-2301.h264.mp4
2018-04-06,tth,0%,309FNANA,1/3,http://media.tagesschau.de/video/2018/0406/TV-20180406-2204-5701.h264.mp4
2018-04-06,hjo,0.5%,461F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180406_sendung_hjo/2/180406_sendung_hjo_2328k_p35v13.mp4
2018-04-07,h19,8.5%,355F4T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180407_sendung_h19/1/180407_sendung_h19_2328k_p35v13.mp4
2018-04-07,t20,11.8%,229F40T,1/3,http://media.tagesschau.de/video/2018/0407/TV-20180407-2040-1501.h264.mp4
2018-04-07,hjo,0%,319FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180407_sendung_hjo/1/180407_sendung_hjo_2328k_p35v13.mp4
2018-04-07,tth,12.3%,261F26T,1/3,http://media.tagesschau.de/video/2018/0407/TV-20180407-2342-5201.h264.mp4
2018-04-08,h19,14.1%,8F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180408_sendung_h19/1/180408_sendung_h19_2328k_p35v13.mp4
2018-04-08,t20,6.5%,249F20T,1/3,http://media.tagesschau.de/video/2018/0408/TV-20180408-2023-5401.h264.mp4
2018-04-08,tth,28.6%,234F47T,1/3,http://media.tagesschau.de/video/2018/0408/TV-20180408-2317-2701.h264.mp4
2018-04-08,hjo,0%,278FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180408_sendung_hjo/1/180408_sendung_hjo_2328k_p35v13.mp4
2018-04-09,h19,5%,8F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180409_sendung_h19/1/180409_sendung_h19_2328k_p35v13.mp4
2018-04-09,t20,0%,306FNANA,1/3,http://media.tagesschau.de/video/2018/0409/TV-20180409-2025-1201.h264.mp4
2018-04-09,tth,0%,168FNANA,1/3,http://media.tagesschau.de/video/2018/0409/TV-20180409-2315-4301.h264.mp4
2018-04-09,hjo,0%,608FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180409_sendung_hjo/1/180409_sendung_hjo_2328k_p35v13.mp4
2018-04-10,h19,0.5%,350F2T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180410_sendung_h19/1/180410_sendung_h19_2328k_p35v13.mp4
2018-04-10,t20,0%,309FNANA,1/3,http://media.tagesschau.de/video/2018/0410/TV-20180410-2034-0801.h264.mp4
2018-04-10,tth,0%,591FNANA,1/3,http://media.tagesschau.de/video/2018/0410/TV-20180410-2257-5601.h264.mp4
2018-04-10,hjo,0%,552FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180410_sendung_hjo/1/180410_sendung_hjo_2328k_p35v13.mp4
2018-04-11,h19,7.8%,8F5T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180411_sendung_h19/1/180411_sendung_h19_2328k_p35v13.mp4
2018-04-11,t20,0%,316FNANA,1/3,http://media.tagesschau.de/video/2018/0411/TV-20180411-2021-0501.h264.mp4
2018-04-11,tth,3.2%,565F20T,1/3,http://media.tagesschau.de/video/2018/0411/TV-20180411-2259-4301.h264.mp4
2018-04-11,hjo,0%,199FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180411_sendung_hjo/1/180411_sendung_hjo_2328k_p35v13.mp4
2018-04-12,h19,6.3%,11F5T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180412_sendung_h19/1/180412_sendung_h19_2328k_p35v13.mp4
2018-04-12,t20,0%,314FNANA,1/3,http://media.tagesschau.de/video/2018/0412/TV-20180412-2022-3501.h264.mp4
2018-04-12,hjo,0%,581FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180412_sendung_hjo/1/180412_sendung_hjo_2328k_p35v13.mp4
2018-04-12,tth,0%,622FNANA,1/3,http://media.tagesschau.de/video/2018/0412/TV-20180412-2344-0201.h264.mp4
2018-04-13,h19,10%,9F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180413_sendung_h19/1/180413_sendung_h19_2328k_p35v13.mp4
2018-04-13,t20,6.4%,264F20T,1/3,http://media.tagesschau.de/video/2018/0413/TV-20180413-2022-3201.h264.mp4
2018-04-13,tth,13.8%,194F41T,1/3,http://media.tagesschau.de/video/2018/0413/TV-20180413-2208-3701.h264.mp4
2018-04-13,hjo,0.3%,365F2T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180413_sendung_hjo/1/180413_sendung_hjo_2328k_p35v13.mp4
2018-04-14,h19,3.7%,324F15T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180414_sendung_h19/1/180414_sendung_h19_2328k_p35v13.mp4
2018-04-14,t20,13.3%,210F40T,1/3,http://media.tagesschau.de/video/2018/0414/TV-20180414-2037-2101.h264.mp4
2018-04-14,hjo,0%,429FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180414_sendung_hjo/1/180414_sendung_hjo_2328k_p35v13.mp4
2018-04-14,tth,24.1%,262F101T,1/3,http://media.tagesschau.de/video/2018/0415/TV-20180415-0013-3401.h264.mp4
2018-04-15,h19,12.6%,5F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180415_sendung_h19/1/180415_sendung_h19_2328k_p35v13.mp4
2018-04-15,t20,10.2%,237F20T,1/3,http://media.tagesschau.de/video/2018/0415/TV-20180415-2021-2701.h264.mp4
2018-04-15,tth,30.4%,221F54T,1/3,http://media.tagesschau.de/video/2018/0415/TV-20180415-2314-4101.h264.mp4
2018-04-15,hjo,1.8%,298F6T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180415_sendung_hjo/1/180415_sendung_hjo_2328k_p35v13.mp4
2018-04-16,t20,0%,309FNANA,1/3,http://media.tagesschau.de/video/2018/0416/TV-20180416-2020-4301.h264.mp4
2018-04-16,h19,7.1%,322F15T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180416_h19/2/180416_h19_2328k_p35v13.mp4
2018-04-16,tth,0%,609FNANA,1/3,http://media.tagesschau.de/video/2018/0416/TV-20180416-2255-3601.h264.mp4
2018-04-17,h19,11.2%,7F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180417_sendung_h19/1/180417_sendung_h19_2328k_p35v13.mp4
2018-04-17,t20,0%,311FNANA,1/3,http://media.tagesschau.de/video/2018/0417/TV-20180417-2023-4301.h264.mp4
2018-04-17,tth,0%,146FNANA,1/3,http://media.tagesschau.de/video/2018/0417/TV-20180417-2148-2501.h264.mp4
2018-04-17,hjo,0%,620FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180417_sendung_hjo/1/180417_sendung_hjo_2328k_p35v13.mp4
2018-04-18,h19,8.1%,8F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180418_sendung_h19/1/180418_sendung_h19_2328k_p35v13.mp4
2018-04-18,t20,0%,303FNANA,1/3,http://media.tagesschau.de/video/2018/0418/TV-20180418-2023-1301.h264.mp4
2018-04-18,tth,0%,144FNANA,1/3,http://media.tagesschau.de/video/2018/0418/TV-20180418-2147-5901.h264.mp4
2018-04-18,hjo,1.2%,456F7T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180418_sendung_hjo/1/180418_sendung_hjo_2328k_p35v13.mp4
2018-04-19,h19,7.4%,10F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180419_sendung_h19/1/180419_sendung_h19_2328k_p35v13.mp4
2018-04-19,t20,0%,299FNANA,1/3,http://media.tagesschau.de/video/2018/0419/TV-20180419-2019-4501.h264.mp4
2018-04-19,tth,0%,605FNANA,1/3,http://media.tagesschau.de/video/2018/0419/TV-20180419-2311-2101.h264.mp4
2018-04-19,hjo,0%,603FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180419_sendung_hjo/1/180419_sendung_hjo_2328k_p35v13.mp4
2018-04-20,h19,9.2%,10F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180420_sendung_h19/1/180420_sendung_h19_2328k_p35v13.mp4
2018-04-20,t20,0%,315FNANA,1/3,http://media.tagesschau.de/video/2018/0420/TV-20180420-2023-3301.h264.mp4
2018-04-20,tth,0%,310FNANA,1/3,http://media.tagesschau.de/video/2018/0420/TV-20180420-2206-1101.h264.mp4
2018-04-20,hjo,0%,600FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180420_sendung_hjo/1/180420_sendung_hjo_2328k_p35v13.mp4
2018-04-21,h19,9.5%,8F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180421_sendung_h19/1/180421_sendung_h19_2328k_p35v13.mp4
2018-04-21,t20,12.6%,220F39T,1/3,http://media.tagesschau.de/video/2018/0421/TV-20180421-2029-5701.h264.mp4
2018-04-21,hjo,0%,302FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180421_sendung_hjo/1/180421_sendung_hjo_2328k_p35v13.mp4
2018-04-21,tth,17.4%,257F27T,1/3,http://media.tagesschau.de/video/2018/0422/TV-20180422-0002-4801.h264.mp4
2018-04-22,h19,12.9%,7F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180422_sendung_h19/1/180422_sendung_h19_2328k_p35v13.mp4
2018-04-22,t20,6.5%,239F20T,1/3,http://media.tagesschau.de/video/2018/0422/TV-20180422-2038-5501.h264.mp4
2018-04-22,hjo,0%,296FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180422_sendung_hjo/1/180422_sendung_hjo_2328k_p35v13.mp4
2018-04-22,tth,23.5%,260F50T,1/3,http://media.tagesschau.de/video/2018/0423/TV-20180423-0001-4701.h264.mp4
2018-04-23,h19,6%,326F24T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180423_sendung_h19/2/180423_sendung_h19_2328k_p35v13.mp4
2018-04-23,t20,1.3%,248F4T,1/3,http://media.tagesschau.de/video/2018/0423/TV-20180423-2058-0401.h264.mp4
2018-04-23,tth,0%,604FNANA,1/3,http://media.tagesschau.de/video/2018/0423/TV-20180423-2256-0101.h264.mp4
2018-04-23,hjo,0%,592FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180423_sendung_hjo/1/180423_sendung_hjo_2328k_p35v13.mp4
2018-04-24,h19,7.3%,344F16T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180424_sendung_h19/1/180424_sendung_h19_2328k_p35v13.mp4
2018-04-24,t20,0%,310FNANA,1/3,http://media.tagesschau.de/video/2018/0424/TV-20180424-2024-1901.h264.mp4
2018-04-24,tth,0%,604FNANA,1/3,http://media.tagesschau.de/video/2018/0424/TV-20180424-2257-5601.h264.mp4
2018-04-24,hjo,7.6%,508F45T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180424_sendung_hjo/1/180424_sendung_hjo_2328k_p35v13.mp4
2018-04-25,h19,13.5%,3F5T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180425_sendung_h19/1/180425_sendung_h19_2328k_p35v13.mp4
2018-04-25,t20,0%,303FNANA,1/3,http://media.tagesschau.de/video/2018/0425/TV-20180425-2041-3801.h264.mp4
2018-04-25,tth,3.1%,575F19T,1/3,http://media.tagesschau.de/video/2018/0425/TV-20180425-2314-4001.h264.mp4
2018-04-25,hjo,0%,189FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180425_sendung_hjo/1/180425_sendung_hjo_2328k_p35v13.mp4
2018-04-26,h19,6.3%,333F15T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180426_sendung_h19/1/180426_sendung_h19_2328k_p35v13.mp4
2018-04-26,t20,0%,310FNANA,1/3,http://media.tagesschau.de/video/2018/0426/TV-20180426-2027-1001.h264.mp4
2018-04-26,hjo,0%,580FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180426_sendung_hjo/1/180426_sendung_hjo_2328k_p35v13.mp4
2018-04-26,tth,2.3%,348F14T,1/3,http://media.tagesschau.de/video/2018/0426/TV-20180426-2302-4501.h264.mp4
2018-04-27,h19,3%,338F12T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180427_sendung_h19/1/180427_sendung_h19_2328k_p35v13.mp4
2018-04-27,t20,1.2%,277F4T,1/3,http://media.tagesschau.de/video/2018/0427/TV-20180427-2025-4901.h264.mp4
2018-04-27,tth,3%,376F13T,1/3,http://media.tagesschau.de/video/2018/0427/TV-20180427-2226-1201.h264.mp4
2018-04-27,hjo,5.6%,440F35T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180427_sendung_hjo/1/180427_sendung_hjo_2328k_p35v13.mp4
2018-04-28,h19,9.9%,9F4T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180428_sendung_h19/1/180428_sendung_h19_2328k_p35v13.mp4
2018-04-28,t20,12.7%,222F40T,1/3,http://media.tagesschau.de/video/2018/0428/TV-20180428-2021-5601.h264.mp4
2018-04-28,hjo,17.8%,213F53T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180428_sendung_hjo/1/180428_sendung_hjo_2328k_p35v13.mp4
2018-04-28,tth,14.2%,256F32T,1/3,http://media.tagesschau.de/video/2018/0428/TV-20180428-2336-3001.h264.mp4
2018-04-29,h19,14.4%,7F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180429_sendung_h19/1/180429_sendung_h19_2328k_p35v13.mp4
2018-04-29,t20,10.9%,241F19T,1/3,http://media.tagesschau.de/video/2018/0429/TV-20180429-2023-1001.h264.mp4
2018-04-29,tth,27.4%,237F51T,1/3,http://media.tagesschau.de/video/2018/0429/TV-20180429-2316-3801.h264.mp4
2018-04-29,hjo,2.8%,296F9T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180429_sendung_hjo/1/180429_sendung_hjo_2328k_p35v13.mp4
2018-04-30,h19,2.3%,338F2T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180430_sendung_h19/1/180430_sendung_h19_2328k_p35v13.mp4
2018-04-30,t20,0%,327FNANA,1/3,http://media.tagesschau.de/video/2018/0430/TV-20180430-2023-5201.h264.mp4
2018-04-30,tth,0%,613FNANA,1/3,http://media.tagesschau.de/video/2018/0430/TV-20180430-2259-3601.h264.mp4
2018-04-30,hjo,0%,581FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/04/180430_sendung_hjo/1/180430_sendung_hjo_2328k_p35v13.mp4
2018-05-01,h19,6.7%,12F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180501_h19/2/180501_h19_2328k_p35v13.mp4
2018-05-01,t20,0%,325FNANA,1/3,http://media.tagesschau.de/video/2018/0501/TV-20180501-2023-5901.h264.mp4
2018-05-01,tth,0%,457FNANA,1/3,http://media.tagesschau.de/video/2018/0501/TV-20180501-2323-0901.h264.mp4
2018-05-01,hjo,0%,187FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180501_sendung_hjo/1/180501_sendung_hjo_2328k_p35v13.mp4
2018-05-01,tth,0%,457FNANA,1/3,http://media.tagesschau.de/video/2018/0501/TV-20180501-2323-0901.h264.mp4
2018-05-02,h19,10.4%,8F4T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180502_sendung_h19/1/180502_sendung_h19_2328k_p35v13.mp4
2018-05-02,t20,0%,307FNANA,1/3,http://media.tagesschau.de/video/2018/0502/TV-20180502-2022-0201.h264.mp4
2018-05-02,tth,0%,600FNANA,1/3,http://media.tagesschau.de/video/2018/0502/TV-20180502-2256-2901.h264.mp4
2018-05-02,hjo,0%,586FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180502_sendung_hjo/1/180502_sendung_hjo_2328k_p35v13.mp4
2018-05-03,h19,18.9%,151F35T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180503_sendung_h19/1/180503_sendung_h19_2328k_p35v13.mp4
2018-05-03,t20,0%,315FNANA,1/3,http://media.tagesschau.de/video/2018/0503/TV-20180503-2020-3401.h264.mp4
2018-05-03,tth,0%,599FNANA,1/3,http://media.tagesschau.de/video/2018/0503/TV-20180503-2321-4201.h264.mp4
2018-05-03,hjo,2.6%,247F9T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180503_sendung_hjo/2/180503_sendung_hjo_2328k_p35v13.mp4
2018-05-04,h19,1.3%,146F2T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180504_sendung_h19/1/180504_sendung_h19_2328k_p35v13.mp4
2018-05-04,t20,0%,310FNANA,1/3,http://media.tagesschau.de/video/2018/0504/TV-20180504-2042-2501.h264.mp4
2018-05-04,tth,0%,319FNANA,1/3,http://media.tagesschau.de/video/2018/0504/TV-20180504-2227-5201.h264.mp4
2018-05-04,hjo,0%,581FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180504_sendung_hjo/1/180504_sendung_hjo_2328k_p35v13.mp4
2018-05-05,h19,3.6%,334F12T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180505_sendung_h19/1/180505_sendung_h19_2328k_p35v13.mp4
2018-05-05,t20,12.9%,221F40T,1/3,http://media.tagesschau.de/video/2018/0505/TV-20180505-2021-3201.h264.mp4
2018-05-05,hjo,0%,318FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180505_sendung_hjo/1/180505_sendung_hjo_2328k_p35v13.mp4
2018-05-05,tth,13%,252F28T,1/3,http://media.tagesschau.de/video/2018/0505/TV-20180505-2343-1901.h264.mp4
2018-05-06,h19,10.9%,153F11T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180506_sendung_h19/1/180506_sendung_h19_2328k_p35v13.mp4
2018-05-06,t20,7%,224F21T,1/3,http://media.tagesschau.de/video/2018/0506/TV-20180506-2021-2001.h264.mp4
2018-05-06,tth,6.2%,260F25T,1/3,http://media.tagesschau.de/video/2018/0506/TV-20180506-2315-5801.h264.mp4
